gene_id	protein_id	product	transcript_id
LOC135206925	XP_064094492.1	peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase-like isoform X1	XM_064238422.1
LOC135206927	XP_064094499.1	LOW QUALITY PROTEIN: uncharacterized protein LOC135206927	XM_064238429.1
LOC135206929	XP_064094500.1	thymidylate synthase-like	XM_064238430.1
LOC135206930	XP_064094504.1	ionotropic receptor 25a-like isoform X1	XM_064238434.1
LOC135206930	XP_064094502.1	ionotropic receptor 25a-like isoform X1	XM_064238432.1
LOC135206930	XP_064094503.1	ionotropic receptor 25a-like isoform X2	XM_064238433.1
LOC135206930	XP_064094505.1	ionotropic receptor 25a-like isoform X3	XM_064238435.1
LOC135206933	XP_064094507.1	minor histocompatibility antigen H13-like	XM_064238437.1
LOC135206932	XP_064094506.1	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase-like	XM_064238436.1
LOC135206535	XP_064093959.1	minor histocompatibility antigen H13-like	XM_064237889.1
LOC135206935	XP_064094510.1	ankyrin repeat and MYND domain-containing protein 2-like	XM_064238440.1
LOC135206831	XP_064094391.1	piggyBac transposable element-derived protein 3-like	XM_064238321.1
LOC135206937	XP_064094515.1	inositol 2-dehydrogenase-like	XM_064238445.1
LOC135206937	XP_064094514.1	inositol 2-dehydrogenase-like	XM_064238444.1
LOC135206937	XP_064094516.1	inositol 2-dehydrogenase-like	XM_064238446.1
LOC135206936	XP_064094511.1	potassium voltage-gated channel subfamily H member 2-like isoform X1	XM_064238441.1
LOC135206936	XP_064094512.1	potassium voltage-gated channel subfamily H member 6-like isoform X2	XM_064238442.1
LOC135206936	XP_064094513.1	potassium voltage-gated channel subfamily H member 6-like isoform X3	XM_064238443.1
LOC135206938	XP_064094517.1	CDGSH iron-sulfur domain-containing protein 1-like	XM_064238447.1
LOC135206939	XP_064094519.1	serine/threonine-protein kinase SIK2-like isoform X1	XM_064238449.1
LOC135206939	XP_064094521.1	serine/threonine-protein kinase SIK2-like isoform X3	XM_064238451.1
LOC135206939	XP_064094520.1	serine/threonine-protein kinase SIK2-like isoform X2	XM_064238450.1
LOC135206939	XP_064094522.1	serine/threonine-protein kinase SIK2-like isoform X4	XM_064238452.1
LOC135206940	XP_064094523.1	endosome/lysosome-associated apoptosis and autophagy regulator family member 2-like	XM_064238453.1
LOC135206833	XP_064094392.1	LOW QUALITY PROTEIN: GON-4-like protein	XM_064238322.1
LOC135206941	XP_064094524.1	uncharacterized protein LOC135206941	XM_064238454.1
LOC135206942	XP_064094533.1	Ca(2+)/calmodulin-responsive adenylate cyclase-like isoform X7	XM_064238463.1
LOC135206942	XP_064094530.1	Ca(2+)/calmodulin-responsive adenylate cyclase-like isoform X4	XM_064238460.1
LOC135206942	XP_064094527.1	Ca(2+)/calmodulin-responsive adenylate cyclase-like isoform X2	XM_064238457.1
LOC135206942	XP_064094529.1	Ca(2+)/calmodulin-responsive adenylate cyclase-like isoform X3	XM_064238459.1
LOC135206942	XP_064094531.1	Ca(2+)/calmodulin-responsive adenylate cyclase-like isoform X5	XM_064238461.1
LOC135206942	XP_064094532.1	Ca(2+)/calmodulin-responsive adenylate cyclase-like isoform X6	XM_064238462.1
LOC135206942	XP_064094535.1	adenylate cyclase type 1-like isoform X9	XM_064238465.1
LOC135206942	XP_064094525.1	Ca(2+)/calmodulin-responsive adenylate cyclase-like isoform X1	XM_064238455.1
LOC135206942	XP_064094534.1	adenylate cyclase type 1-like isoform X8	XM_064238464.1
LOC135206942	XP_064094536.1	adenylate cyclase type 1-like isoform X10	XM_064238466.1
LOC135206942	XP_064094526.1	Ca(2+)/calmodulin-responsive adenylate cyclase-like isoform X1	XM_064238456.1
LOC135206834	XP_064094393.1	blastula protease 10-like	XM_064238323.1
LOC135206944	XP_064094539.1	inactive hydroxysteroid dehydrogenase-like protein 1	XM_064238469.1
LOC135206943	XP_064094537.1	LOW QUALITY PROTEIN: nuclear pore complex protein Nup107-like	XM_064238467.1
LOC135206946	XP_064094541.1	nuclear pore complex protein Nup107-like	XM_064238471.1
LOC135206945	XP_064094540.1	protein GPR107-like	XM_064238470.1
LOC135206835	XP_064094394.1	nuclear pore complex protein Nup107-like	XM_064238324.1
LOC135206947	XP_064094543.1	zinc finger protein 84-like	XM_064238473.1
LOC135206947	XP_064094542.1	zinc finger protein 84-like	XM_064238472.1
LOC135206947	XP_064094544.1	zinc finger protein 84-like	XM_064238474.1
LOC135206948	XP_064094545.1	trafficking protein particle complex subunit 2-like protein	XM_064238475.1
LOC135206949	XP_064094547.1	serine/threonine-protein kinase unc-51-like isoform X1	XM_064238477.1
LOC135206949	XP_064094549.1	serine/threonine-protein kinase unc-51-like isoform X3	XM_064238479.1
LOC135206949	XP_064094550.1	serine/threonine-protein kinase unc-51-like isoform X4	XM_064238480.1
LOC135206949	XP_064094548.1	serine/threonine-protein kinase unc-51-like isoform X2	XM_064238478.1
LOC135206949	XP_064094551.1	serine/threonine-protein kinase unc-51-like isoform X5	XM_064238481.1
LOC135206949	XP_064094552.1	serine/threonine-protein kinase unc-51-like isoform X6	XM_064238482.1
LOC135206950	XP_064094553.1	zygotic gap protein knirps-like	XM_064238483.1
LOC135206951	XP_064094554.1	X-linked interleukin-1 receptor accessory protein-like 2	XM_064238484.1
LOC135206951	XP_064094555.1	X-linked interleukin-1 receptor accessory protein-like 2	XM_064238485.1
LOC135206952	XP_064094558.1	X-linked interleukin-1 receptor accessory protein-like 2 isoform X1	XM_064238488.1
LOC135206952	XP_064094557.1	X-linked interleukin-1 receptor accessory protein-like 2 isoform X1	XM_064238487.1
LOC135206952	XP_064094559.1	X-linked interleukin-1 receptor accessory protein-like 2 isoform X2	XM_064238489.1
LOC135206953	XP_064094562.1	histone-lysine N-methyltransferase 2C-like isoform X3	XM_064238492.1
LOC135206953	XP_064094568.1	histone-lysine N-methyltransferase 2C-like isoform X8	XM_064238498.1
LOC135206953	XP_064094567.1	histone-lysine N-methyltransferase 2C-like isoform X7	XM_064238497.1
LOC135206953	XP_064094563.1	histone-lysine N-methyltransferase 2C-like isoform X4	XM_064238493.1
LOC135206953	XP_064094565.1	histone-lysine N-methyltransferase 2C-like isoform X6	XM_064238495.1
LOC135206953	XP_064094564.1	histone-lysine N-methyltransferase 2C-like isoform X5	XM_064238494.1
LOC135206953	XP_064094561.1	histone-lysine N-methyltransferase 2C-like isoform X2	XM_064238491.1
LOC135206953	XP_064094560.1	histone-lysine N-methyltransferase 2C-like isoform X1	XM_064238490.1
LOC135206522	XP_064093948.1	uncharacterized protein LOC135206522	XM_064237878.1
LOC135206954	XP_064094573.1	ketimine reductase mu-crystallin-like isoform X3	XM_064238503.1
LOC135206954	XP_064094572.1	ketimine reductase mu-crystallin-like isoform X3	XM_064238502.1
LOC135206954	XP_064094571.1	ketimine reductase mu-crystallin-like isoform X3	XM_064238501.1
LOC135206954	XP_064094570.1	ketimine reductase mu-crystallin-like isoform X2	XM_064238500.1
LOC135206954	XP_064094569.1	ketimine reductase mu-crystallin-like isoform X1	XM_064238499.1
LOC135206955	XP_064094577.1	ankyrin repeat domain-containing protein 40-like isoform X2	XM_064238507.1
LOC135206955	XP_064094574.1	ankyrin repeat domain-containing protein 40-like isoform X1	XM_064238504.1
LOC135206955	XP_064094575.1	ankyrin repeat domain-containing protein 40-like isoform X1	XM_064238505.1
LOC135206540	XP_064093963.1	clusterin-associated protein 1-like isoform X1	XM_064237893.1
LOC135206540	XP_064093964.1	clusterin-associated protein 1-like isoform X2	XM_064237894.1
LOC135206957	XP_064094578.1	uncharacterized protein LOC135206957	XM_064238508.1
LOC135206958	XP_064094579.1	inactive hydroxysteroid dehydrogenase-like protein 1 isoform X1	XM_064238509.1
LOC135206958	XP_064094581.1	inactive hydroxysteroid dehydrogenase-like protein 1 isoform X2	XM_064238511.1
LOC135206958	XP_064094580.1	inactive hydroxysteroid dehydrogenase-like protein 1 isoform X2	XM_064238510.1
LOC135206958	XP_064094582.1	inactive hydroxysteroid dehydrogenase-like protein 1 isoform X2	XM_064238512.1
LOC135206959	XP_064094583.1	DNA-directed RNA polymerase I subunit RPA1-like	XM_064238513.1
LOC135206959	XP_064094584.1	DNA-directed RNA polymerase I subunit RPA1-like	XM_064238514.1
LOC135206961	XP_064094585.1	protein SHQ1 homolog	XM_064238515.1
LOC135206961	XP_064094586.1	protein SHQ1 homolog	XM_064238516.1
LOC135206961	XP_064094587.1	protein SHQ1 homolog	XM_064238517.1
LOC135206961	XP_064094588.1	protein SHQ1 homolog	XM_064238518.1
LOC135206963	XP_064094590.1	inositol oxygenase-like	XM_064238520.1
LOC135206839	XP_064094395.1	collagen alpha-1(I) chain-like	XM_064238325.1
LOC135206546	XP_064093967.1	LOW QUALITY PROTEIN: uncharacterized protein DDB_G0286299-like	XM_064237897.1
LOC135206840	XP_064094396.1	muscle M-line assembly protein unc-89-like	XM_064238326.1
LOC135206841	XP_064094397.1	chromosome partition protein Smc-like	XM_064238327.1
LOC135206842	XP_064094399.1	basic proline-rich protein-like	XM_064238329.1
LOC135206843	XP_064094400.1	uncharacterized protein LOC135206843	XM_064238330.1
LOC135206844	XP_064094401.1	DNA polymerase delta catalytic subunit-like	XM_064238331.1
LOC135206548	XP_064093968.1	uncharacterized protein LOC135206548	XM_064237898.1
LOC135206964	XP_064094591.1	cuticle protein AMP1A-like	XM_064238521.1
LOC135206847	XP_064094402.1	cuticle protein AMP1A-like	XM_064238332.1
LOC135206848	XP_064094403.1	golgin subfamily A member 6-like protein 6	XM_064238333.1
LOC135206550	XP_064093970.1	uncharacterized protein LOC135206550	XM_064237900.1
LOC135206850	XP_064094404.1	uncharacterized protein MCAP_0864-like	XM_064238334.1
LOC135206851	XP_064094405.1	cingulin-like	XM_064238335.1
LOC135206966	XP_064094593.1	ATP synthase mitochondrial F1 complex assembly factor 1-like	XM_064238523.1
LOC135206966	XP_064094594.1	ATP synthase mitochondrial F1 complex assembly factor 1-like	XM_064238524.1
LOC135206967	XP_064094595.1	perlucin-like protein	XM_064238525.1
LOC135206965	XP_064094592.1	mitochondrial-processing peptidase subunit beta-like	XM_064238522.1
LOC135206969	XP_064094596.1	uncharacterized protein LOC135206969	XM_064238526.1
LOC135206970	XP_064094597.1	protocadherin Fat 1-like	XM_064238527.1
LOC135206852	XP_064094406.1	ecdysteroid-phosphate phosphatase-like	XM_064238336.1
LOC135206552	XP_064093972.1	ecdysteroid-phosphate phosphatase-like	XM_064237902.1
LOC135206971	XP_064094602.1	DNA-directed RNA polymerases I, II, and III subunit RPABC3-like isoform X3	XM_064238532.1
LOC135206971	XP_064094599.1	DNA-directed RNA polymerases I, II, and III subunit RPABC3-like isoform X2	XM_064238529.1
LOC135206971	XP_064094601.1	DNA-directed RNA polymerases I, II, and III subunit RPABC3-like isoform X2	XM_064238531.1
LOC135206971	XP_064094598.1	DNA-directed RNA polymerases I, II, and III subunit RPABC3-like isoform X1	XM_064238528.1
LOC135206971	XP_064094603.1	DNA-directed RNA polymerases I, II, and III subunit RPABC3-like isoform X4	XM_064238533.1
LOC135206854	XP_064094408.1	uncharacterized protein LOC135206854	XM_064238338.1
LOC135206976	XP_064094604.1	LOW QUALITY PROTEIN: uncharacterized protein LOC135206976	XM_064238534.1
LOC135206979	XP_064094608.1	fatty acid-binding protein-like	XM_064238538.1
LOC135206978	XP_064094606.1	protein SEC13 homolog isoform X1	XM_064238536.1
LOC135206978	XP_064094607.1	protein SEC13 homolog isoform X2	XM_064238537.1
LOC135206980	XP_064094609.1	LOW QUALITY PROTEIN: eukaryotic translation initiation factor 3 subunit B-like	XM_064238539.1
LOC135206981	XP_064094611.1	JNK-interacting protein-like isoform X2	XM_064238541.1
LOC135206981	XP_064094610.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X1	XM_064238540.1
LOC135206982	XP_064094627.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X12	XM_064238557.1
LOC135206982	XP_064094632.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X17	XM_064238562.1
LOC135206982	XP_064094616.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X4	XM_064238546.1
LOC135206982	XP_064094649.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X32	XM_064238579.1
LOC135206982	XP_064094643.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X27	XM_064238573.1
LOC135206982	XP_064094642.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X26	XM_064238572.1
LOC135206982	XP_064094645.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X29	XM_064238575.1
LOC135206982	XP_064094637.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X21	XM_064238567.1
LOC135206982	XP_064094629.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X14	XM_064238559.1
LOC135206982	XP_064094646.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X30	XM_064238576.1
LOC135206982	XP_064094652.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X35	XM_064238582.1
LOC135206982	XP_064094639.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X23	XM_064238569.1
LOC135206982	XP_064094651.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X34	XM_064238581.1
LOC135206982	XP_064094631.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X16	XM_064238561.1
LOC135206982	XP_064094641.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X25	XM_064238571.1
LOC135206982	XP_064094618.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X6	XM_064238548.1
LOC135206982	XP_064094638.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X22	XM_064238568.1
LOC135206982	XP_064094634.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X19	XM_064238564.1
LOC135206982	XP_064094635.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X20	XM_064238565.1
LOC135206982	XP_064094633.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X18	XM_064238563.1
LOC135206982	XP_064094621.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X9	XM_064238551.1
LOC135206982	XP_064094630.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X15	XM_064238560.1
LOC135206982	XP_064094617.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X5	XM_064238547.1
LOC135206982	XP_064094628.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X13	XM_064238558.1
LOC135206982	XP_064094623.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X11	XM_064238553.1
LOC135206982	XP_064094615.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X3	XM_064238545.1
LOC135206982	XP_064094620.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X8	XM_064238550.1
LOC135206982	XP_064094619.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X7	XM_064238549.1
LOC135206982	XP_064094622.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X10	XM_064238552.1
LOC135206982	XP_064094626.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X12	XM_064238556.1
LOC135206982	XP_064094612.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X1	XM_064238542.1
LOC135206982	XP_064094648.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X31	XM_064238578.1
LOC135206982	XP_064094650.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X33	XM_064238580.1
LOC135206982	XP_064094644.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X28	XM_064238574.1
LOC135206982	XP_064094613.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X2	XM_064238543.1
LOC135206982	XP_064094640.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X24	XM_064238570.1
LOC135206982	XP_064094624.1	C-Jun-amino-terminal kinase-interacting protein 4-like isoform X12	XM_064238554.1
LOC135206983	XP_064094653.1	alpha-L-fucosidase-like	XM_064238583.1
LOC135206984	XP_064094654.1	alpha-L-fucosidase-like	XM_064238584.1
LOC135206985	XP_064094658.1	uncharacterized protein LOC135206985 isoform X3	XM_064238588.1
LOC135206985	XP_064094655.1	uncharacterized protein LOC135206985 isoform X1	XM_064238585.1
LOC135206985	XP_064094656.1	uncharacterized protein LOC135206985 isoform X2	XM_064238586.1
LOC135206986	XP_064094659.1	uncharacterized protein LOC135206986	XM_064238589.1
LOC135206856	XP_064094409.1	uncharacterized protein LOC135206856	XM_064238339.1
LOC135206857	XP_064094410.1	cell surface glycoprotein 1-like	XM_064238340.1
LOC135206554	XP_064093973.1	class E basic helix-loop-helix protein 23-like	XM_064237903.1
LOC135206987	XP_064094660.1	LOW QUALITY PROTEIN: rho GTPase-activating protein 8-like	XM_064238590.1
LOC135206524	XP_064093949.1	LOW QUALITY PROTEIN: rho GTPase-activating protein 1-like	XM_064237879.1
LOC135206555	XP_064093974.1	transmembrane protease serine 9-like	XM_064237904.1
LOC135206988	XP_064094661.1	plasma membrane calcium-transporting ATPase 2-like isoform X1	XM_064238591.1
LOC135206988	XP_064094663.1	plasma membrane calcium-transporting ATPase 2-like isoform X3	XM_064238593.1
LOC135206988	XP_064094665.1	plasma membrane calcium-transporting ATPase 2-like isoform X5	XM_064238595.1
LOC135206988	XP_064094664.1	plasma membrane calcium-transporting ATPase 3-like isoform X4	XM_064238594.1
LOC135206988	XP_064094662.1	plasma membrane calcium-transporting ATPase 3-like isoform X2	XM_064238592.1
LOC135206988	XP_064094667.1	plasma membrane calcium-transporting ATPase 3-like isoform X6	XM_064238597.1
LOC135206988	XP_064094673.1	plasma membrane calcium-transporting ATPase 3-like isoform X12	XM_064238603.1
LOC135206988	XP_064094669.1	plasma membrane calcium-transporting ATPase 3-like isoform X8	XM_064238599.1
LOC135206988	XP_064094670.1	plasma membrane calcium-transporting ATPase 3-like isoform X9	XM_064238600.1
LOC135206988	XP_064094671.1	plasma membrane calcium-transporting ATPase 3-like isoform X10	XM_064238601.1
LOC135206988	XP_064094668.1	plasma membrane calcium-transporting ATPase 2-like isoform X7	XM_064238598.1
LOC135206988	XP_064094672.1	plasma membrane calcium-transporting ATPase 3-like isoform X11	XM_064238602.1
LOC135206858	XP_064094411.1	uncharacterized protein LOC135206858	XM_064238341.1
LOC135206990	XP_064094675.1	uncharacterized protein LOC135206990	XM_064238605.1
LOC135206989	XP_064094674.1	uncharacterized protein LOC135206989	XM_064238604.1
LOC135206992	XP_064094678.1	NEDD8-conjugating enzyme UBE2F-like isoform X3	XM_064238608.1
LOC135206992	XP_064094680.1	NEDD8-conjugating enzyme UBE2F-like isoform X3	XM_064238610.1
LOC135206992	XP_064094679.1	NEDD8-conjugating enzyme UBE2F-like isoform X3	XM_064238609.1
